"ID","TITLE","TIER","TAGS"
"12749","Bosses","Platinum 4","그래프 이론|그래프 탐색|그리디 알고리즘|너비 우선 탐색|브루트포스 알고리즘|트리"
"12750","Park","Diamond 5","그래프 이론|기하학|분리 집합|오프라인 쿼리|자료 구조"
"12751","Spiral","Diamond 3","다항식 보간법|수학|정수론"
"12752","도시들","Diamond 4","그래프 이론|데이크스트라|비트마스킹|최단 경로"
"12753","Maze","Unrated",
"12754","스왑","Diamond 2","그리디 알고리즘|다이나믹 프로그래밍|트리"
"12755","수면 장애","Silver 4","구현|브루트포스 알고리즘|수학"
"12756","고급 여관","Bronze 3","구현|사칙연산|수학|시뮬레이션"
"12757","전설의 JBNU","Gold 3","이분 탐색|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"12758","천상용섬","Gold 1","다이나믹 프로그래밍|수학|정수론"
"12759","틱! 택! 토!","Silver 5","구현|많은 조건 분기|시뮬레이션"
"12760","최후의 승자는 누구?","Silver 5","구현|시뮬레이션|정렬"
"12761","돌다리","Silver 1","그래프 이론|그래프 탐색|너비 우선 탐색"
"12762","롤러코스터","Gold 4","다이나믹 프로그래밍"
"12763","지각하면 안 돼","Gold 2","그래프 이론|그래프 탐색|데이크스트라|최단 경로"
"12764","싸지방에 간 준하","Gold 3","구현|그리디 알고리즘|시뮬레이션|우선순위 큐|자료 구조|집합과 맵"
"12765","Balanced Diet","Diamond 4","그리디 알고리즘|수학|우선순위 큐|자료 구조"
"12766","지사 배정","Diamond 5","그래프 이론|누적 합|다이나믹 프로그래밍|데이크스트라|분할 정복|분할 정복을 사용한 최적화|최단 경로"
"12767","Ceiling Function","Gold 1","자료 구조|집합과 맵|트리|해시를 사용한 집합과 맵"
"12768","Clock Breaking","Platinum 2","구현|브루트포스 알고리즘|시뮬레이션"
"12769","영원한 젊음","Platinum 2","매개 변수 탐색|브루트포스 알고리즘|수학|이분 탐색"
"12770","Longest Rivers","Diamond 2","Heavy-light 분할|그래프 이론|그래프 탐색|그리디 알고리즘|깊이 우선 탐색|다이나믹 프로그래밍|스위핑|우선순위 큐|자료 구조|트리|트리에서의 다이나믹 프로그래밍"
"12771","Oil","Platinum 1","각도 정렬|기하학|스위핑|정렬"
"12772","Polygonal Puzzle","Ruby 3","구현|기하학|많은 조건 분기|브루트포스 알고리즘|선분 교차 판정|스위핑"
"12773","Road Times","Diamond 1","선형 계획법|최단 경로"
"12774","Spin Doctor","Diamond 1","기하학|볼록 껍질|볼록 껍질을 이용한 최적화|삼분 탐색|이분 탐색"
"12775","String Theory","Platinum 2","그리디 알고리즘|다이나믹 프로그래밍|애드 혹"
"12776","Swap Space","Platinum 4","그리디 알고리즘|정렬"
"12777","What Really Happened on Mars?","Diamond 3","구현|시뮬레이션|애드 혹"
"12778","CTP공국으로 이민 가자","Bronze 2","구현"
"12779","상품 is 뭔들","Silver 2","매개 변수 탐색|수학|유클리드 호제법|정수론"
"12780","원피스","Bronze 2","구현|문자열"
"12781","PIZZA ALVOLOC","Gold 3","기하학|선분 교차 판정"
"12782","비트 우정지수","Silver 4","그리디 알고리즘"
"12783","곱셈 게임","Gold 2","다이나믹 프로그래밍|수학"
"12784","인하니카 공화국","Gold 3","그래프 이론|그래프 탐색|깊이 우선 탐색|다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"12785","토쟁이의 등굣길","Silver 1","다이나믹 프로그래밍|수학|조합론"
"12786","INHA SUIT","Gold 4","0-1 너비 우선 탐색|그래프 이론|다이나믹 프로그래밍|데이크스트라|최단 경로"
"12787","지금 밥이 문제냐","Silver 5","구현|문자열|파싱"
"12788","제 2회 IUPC는 잘 개최될 수 있을까?","Silver 4","그리디 알고리즘|정렬"
"12789","도키도키 간식드리미","Silver 3","스택|자료 구조"
"12790","Mini Fantasy War","Bronze 3","구현|사칙연산|수학"
"12791","Starman","Bronze 2","구현|런타임 전의 전처리"
"12792","주작 주 주작","Gold 5","수학|정수론"
"12793","블록 게임","Gold 1","구현|그래프 이론|그래프 탐색"
"12794","위대한 믹싱 가요제","Diamond 4","구현|다이나믹 프로그래밍|문자열|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍|접미사 배열과 LCP 배열"
"12795","반평면 땅따먹기","Diamond 5","리–차오 트리|볼록 껍질을 이용한 최적화|세그먼트 트리|자료 구조"
"12796","나의 행렬곱셈 답사기","Gold 5","수학|애드 혹|해 구성하기"
"12797","연금술","Diamond 5","다이나믹 프로그래밍|벌리캠프–매시|분할 정복을 이용한 거듭제곱|수학"
"12798","게나디는 머리가 좋습니다","Diamond 5","누적 합|다차원 세그먼트 트리|세그먼트 트리|자료 구조"
"12799","Dijamant","Diamond 5","그래프 이론|비트 집합"
"12800","Palinilap","Diamond 4","이분 탐색|해싱"
"12801","중계 신호","Diamond 2","기하학|볼록 껍질|이분 탐색"
"12802","Torrent","Diamond 5","다이나믹 프로그래밍|이분 탐색|트리|트리에서의 다이나믹 프로그래밍"
"12803","Peter and the Textbook","Silver 5","구현|시뮬레이션"
"12804","Gregory and Bank","Silver 1","그리디 알고리즘|정렬"
"12805","Name Generator","Gold 5","브루트포스 알고리즘|해 구성하기"
"12806","T-shirts","Platinum 3","게임 이론|그리디 알고리즘|다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"12807","Bridge testing","Unrated",
"12808","Binary String","Silver 4","많은 조건 분기|애드 혹"
"12809","Train in a Tunnel","Silver 2","그리디 알고리즘|두 포인터"
"12810","Beautiful Partition","Gold 2","수학|정수론"
"12811","Problem Preparation","Unrated",
"12812","Similar Subways","Diamond 3",
"12813","이진수 연산","Bronze 2","문자열"
"12814","Hyperways","Diamond 4","분리 집합|오프라인 쿼리|자료 구조"
"12815","Dynamic memory allocation","Diamond 5","세그먼트 트리|이분 탐색|자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"12816","Shades of the town","Diamond 5","아호-코라식|자료 구조|트라이|트리"
"12817","버스 노선","Gold 1","그래프 이론|그래프 탐색|깊이 우선 탐색|다이나믹 프로그래밍|수학|트리|트리에서의 다이나믹 프로그래밍"
"12818","Investigation","Ruby 5",
"12819","New Tree","Diamond 4","각도 정렬|그리디 알고리즘|기하학|두 포인터|정렬"
"12820","Cubic Art","Platinum 1","구현|세그먼트 트리|애드 혹|자료 구조"
"12821","Universities","Diamond 5","분할 정복|센트로이드|센트로이드 분할|작은 집합에서 큰 집합으로 합치는 테크닉|트리"
"12822","Wall","Platinum 2","그리디 알고리즘|누적 합|다이나믹 프로그래밍"
"12823","Critical Projects","Diamond 4","그래프 이론|방향 비순환 그래프|위상 정렬"
"12824","Connect Highways","Unrated",
"12825","Next Permutation","Platinum 3","애드 혹"
"12826","Game","Platinum 2","게임 이론|수학|유클리드 호제법|정수론"
"12827","Posters","Ruby 4","느리게 갱신되는 세그먼트 트리|세그먼트 트리|스위핑|자료 구조"
"12828","Sorting","Platinum 5","다이나믹 프로그래밍|세그먼트 트리|자료 구조|정렬"
"12829","Mission","Platinum 2","그래프 이론|최대 유량|최소 비용 최대 유량"
"12830","Newspapers","Diamond 5","다이나믹 프로그래밍|매개 변수 탐색|분할 정복|센트로이드|센트로이드 분할|작은 집합에서 큰 집합으로 합치는 테크닉|트리|트리에서의 다이나믹 프로그래밍"
"12831","An inexperienced slalomer","Unrated",
"12832","Tickets","Platinum 5","그리디 알고리즘|세그먼트 트리|자료 구조|정렬"
"12833","XORXORXOR","Bronze 1","비트마스킹|수학"
"12834","주간 미팅","Gold 4","그래프 이론|데이크스트라|최단 경로"
"12835","삼거리","Gold 2","불변량 찾기|애드 혹|집합과 맵"
"12836","가계부 (Easy)","Bronze 2","구현"
"12837","가계부 (Hard)","Gold 1","세그먼트 트리|자료 구조"
"12838","London Underground","Unrated",
"12839","카드 정리 2","Platinum 5","다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"12840","창용이의 시계","Bronze 3","구현|사칙연산|수학"
"12841","정보대 등산","Silver 2","누적 합"
"12842","튀김 소보루","Silver 1","구현|브루트포스 알고리즘|우선순위 큐|자료 구조"
"12843","복수전공","Platinum 3","이분 매칭"
"12844","XOR","Platinum 3","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"12845","모두의 마블","Silver 3","그리디 알고리즘"
"12846","무서운 아르바이트","Platinum 5","분할 정복|세그먼트 트리|스택|자료 구조"
"12847","꿀 아르바이트","Silver 3","누적 합|슬라이딩 윈도우"
"12848","막대기 게임","Platinum 3","게임 이론|스프라그–그런디 정리"
"12849","본대 산책","Silver 1","그래프 이론|다이나믹 프로그래밍"
"12850","본대 산책2","Platinum 5","그래프 이론|분할 정복을 이용한 거듭제곱|수학"
"12851","숨바꼭질 2","Gold 4","그래프 이론|그래프 탐색|너비 우선 탐색"
"12852","1로 만들기 2","Gold 5","그래프 이론|그래프 탐색|다이나믹 프로그래밍|역추적"
"12853","Aurora Borealis","Gold 1","그리디 알고리즘|매개 변수 탐색|이분 탐색"
"12854","홍준이는 물리를 좋아해","Gold 2","그리디 알고리즘"
"12855","홍준이는 FFT를 좋아해","Platinum 2","무작위화|비트 집합|제곱근 분할법"
"12856","홍준이는 색칠을 좋아해","Diamond 5","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"12857","홍준이는 문자열을 좋아해","Platinum 2","두 포인터|문자열|자료 구조|제곱근 분할법|집합과 맵|트리를 사용한 집합과 맵|해시를 사용한 집합과 맵|해싱"
"12858","Range GCD","Diamond 5","느리게 갱신되는 세그먼트 트리|세그먼트 트리|수학|유클리드 호제법|자료 구조|정수론|차분 배열 트릭"
"12859","점프하는 민호","Gold 1","다이나믹 프로그래밍|수학|자료 구조|정수론|집합과 맵|해시를 사용한 집합과 맵"
"12860","나머지 게임","Gold 1","분할 정복을 이용한 거듭제곱|선형대수학|수학|조합론"
"12861","죄수에게 주는 뇌물","Platinum 5","다이나믹 프로그래밍"
"12862","Love Triangles","Platinum 3","그래프 이론|그래프 탐색|깊이 우선 탐색|분리 집합|수학|이분 그래프|자료 구조|조합론"
"12863","Clash of Snakes","Gold 3","많은 조건 분기|수학|조합론"
"12864","사서왕 준서","Gold 3","다이나믹 프로그래밍"
"12865","평범한 배낭","Gold 5","다이나믹 프로그래밍|배낭 문제"
"12866","피노키오","Bronze 1","사칙연산|수학|조합론"
"12867","N차원 여행","Silver 2","값 / 좌표 압축|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"12868","문자열 찾기","Unrated",
"12869","뮤탈리스크","Gold 4","그래프 이론|그래프 탐색|너비 우선 탐색|다이나믹 프로그래밍"
"12870","뮤탈리스크 2","Diamond 4","다이나믹 프로그래밍|매개 변수 탐색"
"12871","무한 문자열","Silver 5","구현|문자열|수학"
"12872","플레이리스트","Platinum 5","다이나믹 프로그래밍"
"12873","기념품","Silver 3","구현|시뮬레이션|자료 구조|큐"
"12874","괄호 문자열 만들기","Platinum 3","다이나믹 프로그래밍"
"12875","칙령","Gold 4","그래프 이론|최단 경로|플로이드–워셜"
"12876","반평면 땅따먹기 2","Diamond 3","그래프 이론|리–차오 트리|볼록 껍질을 이용한 최적화|분리 집합|분할 정복|세그먼트 트리|오프라인 동적 연결성 판정|오프라인 쿼리|자료 구조"
"12877","먹이 사슬","Platinum 4","분리 집합|자료 구조"
"12878","Blocks","Gold 2","분할 정복을 이용한 거듭제곱|수학"
"12879","카드 세트","Gold 3","매개 변수 탐색|브루트포스 알고리즘|이분 탐색"
"12880","그래프 차이 최소","Platinum 4","강한 연결 요소|그래프 이론|두 포인터|이분 탐색"
"12881","Distance","Platinum 5","그래프 이론|데이크스트라|최단 경로"
"12882","Archaeological Research","Unrated",
"12883","Journey","Platinum 2",
"12884","A Lot of Games","Platinum 4","게임 이론|많은 조건 분기"
"12885","Fox and Card Game","Platinum 4","게임 이론|그리디 알고리즘|애드 혹"
"12886","돌 그룹","Gold 4","그래프 이론|그래프 탐색|너비 우선 탐색"
"12887","경로 게임","Gold 5","그래프 이론|그래프 탐색|너비 우선 탐색"
"12888","포화 이진 트리 도로 네트워크","Gold 4","다이나믹 프로그래밍"
"12889","특별한 문자열","Gold 2","문자열"
"12890","정수 찾기","Platinum 2","그리디 알고리즘|다이나믹 프로그래밍|백트래킹"
"12891","DNA 비밀번호","Silver 2","문자열|슬라이딩 윈도우"
"12892","생일 선물","Gold 4","두 포인터|정렬"
"12893","적의 적","Gold 4","그래프 이론|그래프 탐색|분리 집합|이분 그래프|자료 구조"
"12894","Equivalent Strings","Platinum 3","분할 정복"
"12895","화려한 마을","Platinum 3","느리게 갱신되는 세그먼트 트리|비트마스킹|세그먼트 트리|자료 구조"
"12896","스크루지 민호","Gold 2","그래프 이론|그래프 탐색|깊이 우선 탐색|트리|트리의 지름"
"12897","Candy","Silver 1","수학|조합론"
"12898","Selling RNA Strands","Diamond 4","문자열|세그먼트 트리|오일러 경로 테크닉|오프라인 쿼리|자료 구조|트라이|트리"
"12899","데이터 구조","Platinum 4","세그먼트 트리|이분 탐색|자료 구조"
"12900","Cheating a Boolean Tree","Gold 1","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"12901","Number Sets","Gold 2","분리 집합|수학|자료 구조|정수론"
"12902","Alice and Bob","Gold 3","수학|유클리드 호제법|정수론"
"12903","공 색칠하기","Gold 2","수학|조합론"
"12904","A와 B","Gold 5","구현|그리디 알고리즘|문자열"
"12905","거짓말쟁이","Gold 3","다이나믹 프로그래밍|해 구성하기"
"12906","새로운 하노이 탑","Gold 3","그래프 이론|그래프 탐색|너비 우선 탐색|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"12907","동물원","Gold 5","많은 조건 분기|수학|조합론"
"12908","텔레포트 3","Gold 5","그래프 이론|브루트포스 알고리즘|최단 경로|플로이드–워셜"
